agid,name,rank,station,unit,district,subDivision,landline,mobile,email,searchBlob
KSP2021,PSI-2 PATTA NAYAKANA HALLY,PSI-2,PATTA NAYAKANA HALLY PS,L&O,Tumakuru,,,9364098527,,psi-2 patta nayakana hally psi-2 patta nayakana hally ps l&o tumakuru 9364098527
KSP2022,PSI-1 TAVAREKERE,PSI-1,TAVAREKERE PS,L&O,Tumakuru,,,9480802957,tavarekeretkr@ksp.gov.in,psi-1 tavarekere psi-1 tavarekere ps l&o tumakuru 9480802957 tavarekeretkr@ksp.gov.in
KSP2023,PSI-2 TAVAREKERE,PSI-2,TAVAREKERE PS,L&O,Tumakuru,,,9364098520,,psi-2 tavarekere psi-2 tavarekere ps l&o tumakuru 9364098520
KSP2024,PI Sira Town,PI,Sira Town,L&O,Tumakuru,,,9480802958,siratowntkr@ksp.gov.in,pi sira town pi sira town l&o tumakuru 9480802958 siratowntkr@ksp.gov.in
KSP2025,PSI-1 SIRA,PSI-1,SIRA PS,L&O,Tumakuru,,,9364098521,,psi-1 sira psi-1 sira ps l&o tumakuru 9364098521
KSP2026,PSI-2 SIRA,PSI-2,SIRA PS,L&O,Tumakuru,,,9364098522,,psi-2 sira psi-2 sira ps l&o tumakuru 9364098522
KSP2027,PSI-3 SIRA,PSI-3,SIRA PS,L&O,Tumakuru,,,9364098523,,psi-3 sira psi-3 sira ps l&o tumakuru 9364098523
KSP2028,PSI-4 SIRA,PSI-4,SIRA PS,L&O,Tumakuru,,,9364098524,,psi-4 sira psi-4 sira ps l&o tumakuru 9364098524
KSP2029,Bukkapatna OP,,Bukkapatna OP,L&O,Tumakuru,,,,,bukkapatna op l&o tumakuru
KSP2030,CPI Gubbi Circle,CPI,Gubbi Circle,L&O,Tumakuru,,,9480802935,cpigubbitkr@ksp.gov.in,cpi gubbi circle cpi gubbi circle l&o tumakuru 9480802935 cpigubbitkr@ksp.gov.in
KSP2031,PSI-1 GUBBI,PSI-1,GUBBI PS,L&O,Tumakuru,,,9480802959,gubbitkr@ksp.gov.in,psi-1 gubbi psi-1 gubbi ps l&o tumakuru 9480802959 gubbitkr@ksp.gov.in
KSP2032,PSI-2 GUBBI,PSI-2,GUBBI PS,L&O,Tumakuru,,,9364098519,,psi-2 gubbi psi-2 gubbi ps l&o tumakuru 9364098519
KSP2033,PSI-1 C.S PURA,PSI-1,C.S PURA PS,L&O,Tumakuru,,,9480802960,cspuratkr@ksp.gov.in,psi-1 c.s pura psi-1 c.s pura ps l&o tumakuru 9480802960 cspuratkr@ksp.gov.in
KSP2034,PSI-2 C.S PURA,PSI-2,C.S PURA PS,L&O,Tumakuru,,,9364098526,,psi-2 c.s pura psi-2 c.s pura ps l&o tumakuru 9364098526
KSP2035,PSI-1 CHELUR,PSI-1,CHELUR PS,L&O,Tumakuru,,,9480802961,chelurtkr@ksp.gov.in,psi-1 chelur psi-1 chelur ps l&o tumakuru 9480802961 chelurtkr@ksp.gov.in
KSP2036,PSI-2 CHELUR,PSI-2,CHELUR PS,L&O,Tumakuru,,,9364098525,,psi-2 chelur psi-2 chelur ps l&o tumakuru 9364098525
KSP2037,DySP Kunigal,DySP,Kunigal,L&O,Tumakuru,,0816-2202294,9480802922,sdpokunigaltkr@ksp.gov.in,dysp kunigal dysp kunigal l&o tumakuru 0816-2202294 9480802922 sdpokunigaltkr@ksp.gov.in
KSP2038,PI KUNIGAL,PI,KUNIGAL PS,L&O,Tumakuru,,,9480802962,kunigaltkr@ksp.gov.in,pi kunigal pi kunigal ps l&o tumakuru 9480802962 kunigaltkr@ksp.gov.in
KSP2039,PSI-1 KUNIGAL,PSI-1,KUNIGAL PS,L&O,Tumakuru,,,9364098511,,psi-1 kunigal psi-1 kunigal ps l&o tumakuru 9364098511
KSP2040,PSI-2 KUNIGAL,PSI-2,KUNIGAL PS,L&O,Tumakuru,,,9364098512,,psi-2 kunigal psi-2 kunigal ps l&o tumakuru 9364098512
KSP2041,PSI-3 KUNIGAL,PSI-3,KUNIGAL PS,L&O,Tumakuru,,,9364098513,,psi-3 kunigal psi-3 kunigal ps l&o tumakuru 9364098513
KSP2042,PSI-4 KUNIGAL,PSI-4,KUNIGAL PS,L&O,Tumakuru,,,9364098514,,psi-4 kunigal psi-4 kunigal ps l&o tumakuru 9364098514
KSP2043,CPI Amruthur Circle,CPI,Amruthur Circle,L&O,Tumakuru,,,9480802936,cpiamrutgurtkr@ksp.gov.in,cpi amruthur circle cpi amruthur circle l&o tumakuru 9480802936 cpiamrutgurtkr@ksp.gov.in
KSP2044,PSI-1 AMRUTHUR,PSI-1,AMRUTHUR PS,L&O,Tumakuru,,,9480802963,amrutgurtkr@ksp.gov.in,psi-1 amruthur psi-1 amruthur ps l&o tumakuru 9480802963 amrutgurtkr@ksp.gov.in
KSP2045,PSI-2 AMRUTHUR,PSI-2,AMRUTHUR PS,L&O,Tumakuru,,,9364098510,,psi-2 amruthur psi-2 amruthur ps l&o tumakuru 9364098510
KSP2046,PSI-1 HULIYURDURGA,PSI-1,HULIYURDURGA PS,L&O,Tumakuru,,,9480802964,huliyurdurgatkr@ksp.gov.in,psi-1 huliyurdurga psi-1 huliyurdurga ps l&o tumakuru 9480802964 huliyurdurgatkr@ksp.gov.in
KSP2047,PSI-2 HULIYURDURGA,PSI-2,HULIYURDURGA PS,L&O,Tumakuru,,,9364098517,,psi-2 huliyurdurga psi-2 huliyurdurga ps l&o tumakuru 9364098517
KSP2048,CPI Turuvekere Circle,CPI,Turuvekere Circle,L&O,Tumakuru,,,9480802937,cpitvkeretkr@ksp.gov.in,cpi turuvekere circle cpi turuvekere circle l&o tumakuru 9480802937 cpitvkeretkr@ksp.gov.in
KSP2049,PSI-1 TURUVEKERE,PSI-1,TURUVEKERE PS,L&O,Tumakuru,,,9480802965,turuvekeretkr@ksp.gov.in,psi-1 turuvekere psi-1 turuvekere ps l&o tumakuru 9480802965 turuvekeretkr@ksp.gov.in
KSP2050,PSI-2 TURUVEKERE,PSI-2,TURUVEKERE PS,L&O,Tumakuru,,,9364098515,,psi-2 turuvekere psi-2 turuvekere ps l&o tumakuru 9364098515
KSP2051,PSI-1 DANDINASHIVARA,PSI-1,DANDINASHIVARA PS,L&O,Tumakuru,,,9480802966,dshivaratkr@ksp.gov.in,psi-1 dandinashivara psi-1 dandinashivara ps l&o tumakuru 9480802966 dshivaratkr@ksp.gov.in
KSP2052,PSI-2 DANDINASHIVARA,PSI-2,DANDINASHIVARA PS,L&O,Tumakuru,,,9364098516,,psi-2 dandinashivara psi-2 dandinashivara ps l&o tumakuru 9364098516
KSP2053,DySP Tiptur,DySP,Tiptur,L&O,Tumakuru,,,08134-251084,sdpotipturtkr@ksp.gov.in,dysp tiptur dysp tiptur l&o tumakuru 08134-251084 sdpotipturtkr@ksp.gov.in
KSP2054,PI TIPTUR TOWN,PI,TIPTUR TOWN PS,L&O,Tumakuru,,,9480802970,tipturtowntkr@ksp.gov.in,pi tiptur town pi tiptur town ps l&o tumakuru 9480802970 tipturtowntkr@ksp.gov.in
KSP2055,PSI-1 TIPTUR TOWN,PSI-1,TIPTUR TOWN PS,L&O,Tumakuru,,,9364098501,,psi-1 tiptur town psi-1 tiptur town ps l&o tumakuru 9364098501
KSP2056,PSI-2 TIPTUR TOWN,PSI-2,TIPTUR TOWN PS,L&O,Tumakuru,,,9364098502,,psi-2 tiptur town psi-2 tiptur town ps l&o tumakuru 9364098502
KSP2057,PI TIPTUR RURAL,PI,TIPTUR RURAL PS,L&O,Tumakuru,,,9480802967,tipturruraltkr@ksp.gov.in,pi tiptur rural pi tiptur rural ps l&o tumakuru 9480802967 tipturruraltkr@ksp.gov.in
KSP2058,PSI-1 TIPTUR RURAL,PSI-1,TIPTUR RURAL PS,L&O,Tumakuru,,,9364098470,,psi-1 tiptur rural psi-1 tiptur rural ps l&o tumakuru 9364098470
KSP2059,PSI-2 TIPTUR RURAL,PSI-2,TIPTUR RURAL PS,L&O,Tumakuru,,,9364098471,,psi-2 tiptur rural psi-2 tiptur rural ps l&o tumakuru 9364098471
KSP2060,CPI Tiptur Rural Circle,CPI,Tiptur Rural Circle,L&O,Tumakuru,,0816-2513827,9480802938,cpitipturruraltkr@ksp.gov.in,cpi tiptur rural circle cpi tiptur rural circle l&o tumakuru 0816-2513827 9480802938 cpitipturruraltkr@ksp.gov.in
KSP2061,PSI-1 HONNAVALLI,PSI-1,HONNAVALLI PS,L&O,Tumakuru,,,9480802968,honnavallitkr@ksp.gov.in,psi-1 honnavalli psi-1 honnavalli ps l&o tumakuru 9480802968 honnavallitkr@ksp.gov.in
KSP2062,PSI-2 HONNAVALLI,PSI-2,HONNAVALLI PS,L&O,Tumakuru,,,9364098503,,psi-2 honnavalli psi-2 honnavalli ps l&o tumakuru 9364098503
KSP2063,PSI-1 NONAVINAKERE,PSI-1,NONAVINAKERE PS,L&O,Tumakuru,,,9480802969,nvkeretke@ksp.gov.in,psi-1 nonavinakere psi-1 nonavinakere ps l&o tumakuru 9480802969 nvkeretke@ksp.gov.in
KSP2064,PSI-2 NONAVINAKERE,PSI-2,NONAVINAKERE PS,L&O,Tumakuru,,,9364098508,,psi-2 nonavinakere psi-2 nonavinakere ps l&o tumakuru 9364098508
KSP2065,PSI-1 K.B. CROSS,PSI-1,K.B. CROSS PS,L&O,Tumakuru,,,9480802989,kbcrosstkr@ksp.gov.in,psi-1 k.b. cross psi-1 k.b. cross ps l&o tumakuru 9480802989 kbcrosstkr@ksp.gov.in
KSP2066,PSI-2 K.B. CROSS,PSI-2,K.B. CROSS PS,L&O,Tumakuru,,,9364098505,,psi-2 k.b. cross psi-2 k.b. cross ps l&o tumakuru 9364098505
KSP2067,CPI Chikkanaayakanahalli,CPI,Chikkanaayakanahalli,L&O,Tumakuru,,,9480802939,cpicnhallitkr@ksp.gov.in,cpi chikkanaayakanahalli cpi chikkanaayakanahalli l&o tumakuru 9480802939 cpicnhallitkr@ksp.gov.in
KSP2068,PSI-1 C.N. HALLI,PSI-1,C.N. HALLI PS,L&O,Tumakuru,,,9480802971,,psi-1 c.n. halli psi-1 c.n. halli ps l&o tumakuru 9480802971
KSP2069,PSI-2 C.N. HALLI,PSI-2,C.N. HALLI PS,L&O,Tumakuru,,,9364098506,,psi-2 c.n. halli psi-2 c.n. halli ps l&o tumakuru 9364098506
KSP2070,PSI-1 HULIYAR,PSI-1,HULIYAR PS,L&O,Tumakuru,,,9480802972,huliyartkr@ksp.gov.in,psi-1 huliyar psi-1 huliyar ps l&o tumakuru 9480802972 huliyartkr@ksp.gov.in
KSP2071,PSI-2 HULIYAR,PSI-2,HULIYAR PS,L&O,Tumakuru,,,9364098509,,psi-2 huliyar psi-2 huliyar ps l&o tumakuru 9364098509
KSP2072,PSI-1 HANDANAKERE,PSI-1,HANDANAKERE PS,L&O,Tumakuru,,,9480802973,handanakeretkr@ksp.gov.in,psi-1 handanakere psi-1 handanakere ps l&o tumakuru 9480802973 handanakeretkr@ksp.gov.in
KSP2073,PSI-2 HANDANAKERE,PSI-2,HANDANAKERE PS,L&O,Tumakuru,,,9364098507,,psi-2 handanakere psi-2 handanakere ps l&o tumakuru 9364098507
KSP2074,DySP Madhugiri,DySP,Madhugiri,L&O,Tumakuru,,,9480802924,sdpomadhugiritkr@ksp.gov.in,dysp madhugiri dysp madhugiri l&o tumakuru 9480802924 sdpomadhugiritkr@ksp.gov.in
KSP2075,CPI Madhugiri Circle,CPI,Madhugiri Circle,L&O,Tumakuru,,,9480802940,cpimadhugiritkr@ksp.gov.in,cpi madhugiri circle cpi madhugiri circle l&o tumakuru 9480802940 cpimadhugiritkr@ksp.gov.in
KSP2076,PSI-1 MADHUGIRI,PSI-1,MADHUGIRI PS,L&O,Tumakuru,,,9480802974,,psi-1 madhugiri psi-1 madhugiri ps l&o tumakuru 9480802974
KSP2077,PSI-2 MADHUGIRI,PSI-2,MADHUGIRI PS,L&O,Tumakuru,,,9364098528,,psi-2 madhugiri psi-2 madhugiri ps l&o tumakuru 9364098528
KSP2078,PSI-1 KODIGENAHALLI,PSI-1,KODIGENAHALLI PS,L&O,Tumakuru,,,9480802975,kodigenahallitkr@ksp.gov.in,psi-1 kodigenahalli psi-1 kodigenahalli ps l&o tumakuru 9480802975 kodigenahallitkr@ksp.gov.in
KSP2079,PSI-2 KODIGENAHALLI,PSI-2,KODIGENAHALLI PS,L&O,Tumakuru,,,9364098534,,psi-2 kodigenahalli psi-2 kodigenahalli ps l&o tumakuru 9364098534
KSP2080,PSI-1 MIDIGESHI,PSI-1,MIDIGESHI PS,L&O,Tumakuru,,,9480802976,midigeshitkr@ksp.gov.in,psi-1 midigeshi psi-1 midigeshi ps l&o tumakuru 9480802976 midigeshitkr@ksp.gov.in
KSP2081,PSI-2 MIDIGESHI,PSI-2,MIDIGESHI PS,L&O,Tumakuru,,,9364098535,,psi-2 midigeshi psi-2 midigeshi ps l&o tumakuru 9364098535
KSP2082,PI BADAVANAHALLI,PI,BADAVANAHALLI PS,L&O,Tumakuru,,,9480802982,badavanahallitkr@ksp.gov.in,pi badavanahalli pi badavanahalli ps l&o tumakuru 9480802982 badavanahallitkr@ksp.gov.in
KSP2083,PSI-1 B.D. Halli,PSI-1,B.D. Halli,L&O,Tumakuru,,,9364098529,,psi-1 b.d. halli psi-1 b.d. halli l&o tumakuru 9364098529
KSP2084,PSI-2 B.D. Halli,PSI-2,B.D. Halli,L&O,Tumakuru,,,9364098530,,psi-2 b.d. halli psi-2 b.d. halli l&o tumakuru 9364098530
KSP2085,PI PAVAGADA (T),PI,PAVAGADA (T) PS,L&O,Tumakuru,,,9480802941,pavagadatkr@ksp.gov.in,pi pavagada (t) pi pavagada (t) ps l&o tumakuru 9480802941 pavagadatkr@ksp.gov.in
KSP2086,PSI-1 PAVAGADA (T),PSI-1,PAVAGADA (T) PS,L&O,Tumakuru,,,9480802977,,psi-1 pavagada (t) psi-1 pavagada (t) ps l&o tumakuru 9480802977
KSP2087,PSI-2 PAVAGADA (T),PSI-2,PAVAGADA (T) PS,L&O,Tumakuru,,,9364098531,,psi-2 pavagada (t) psi-2 pavagada (t) ps l&o tumakuru 9364098531
KSP2088,PSI-3 Pavagada (T),PSI-3,Pavagada (T) PS,L&O,Tumakuru,,,9364098532,,psi-3 pavagada (t) psi-3 pavagada (t) ps l&o tumakuru 9364098532
KSP2089,PSI-4 Pavagada (T),PSI-4,Pavagada (T) PS,L&O,Tumakuru,,,9364098533,,psi-4 pavagada (t) psi-4 pavagada (t) ps l&o tumakuru 9364098533
KSP2090,CPI Pavagada Rural Circle,CPI,Pavagada Rural Circle,L&O,Tumakuru,,,9480802942,cpipavagadaruraltkr@ksp.gov.in,cpi pavagada rural circle cpi pavagada rural circle l&o tumakuru 9480802942 cpipavagadaruraltkr@ksp.gov.in
KSP2091,PSI-1 ARASIKERE,PSI-1,ARASIKERE PS,L&O,Tumakuru,,,9480802978,arasikerevjn@ksp.gov.in,psi-1 arasikere psi-1 arasikere ps l&o tumakuru 9480802978 arasikerevjn@ksp.gov.in
KSP2092,PSI-2 ARASIKERE,PSI-2,ARASIKERE PS,L&O,Tumakuru,,,9364098536,,psi-2 arasikere psi-2 arasikere ps l&o tumakuru 9364098536
KSP2093,PSI-1 THIRUMANI,PSI-1,THIRUMANI PS,L&O,Tumakuru,,,9480802980,thirumanitkr@ksp.gov.in,psi-1 thirumani psi-1 thirumani ps l&o tumakuru 9480802980 thirumanitkr@ksp.gov.in
KSP2094,PSI-2 THIRUMANI,PSI-2,THIRUMANI PS,L&O,Tumakuru,,,9364098537,,psi-2 thirumani psi-2 thirumani ps l&o tumakuru 9364098537
KSP2095,PSI-1 Y.N. HOSAKOTE,PSI-1,Y.N. HOSAKOTE PS,L&O,Tumakuru,,,9480802979,ynhosakotetkr@ksp.gov.in,psi-1 y.n. hosakote psi-1 y.n. hosakote ps l&o tumakuru 9480802979 ynhosakotetkr@ksp.gov.in
KSP2096,PSI-2 Y.N. HOSAKOTE,PSI-2,Y.N. HOSAKOTE PS,L&O,Tumakuru,,,9364098540,,psi-2 y.n. hosakote psi-2 y.n. hosakote ps l&o tumakuru 9364098540
KSP2097,CPI Koratagere Circle,CPI,Koratagere Circle,L&O,Tumakuru,,,9480802954,cpikoratageretkr@ksp.gov.in,cpi koratagere circle cpi koratagere circle l&o tumakuru 9480802954 cpikoratageretkr@ksp.gov.in
KSP2098,PSI-1 KORATAGERE,PSI-1,KORATAGERE PS,L&O,Tumakuru,,,9480802988,koratageretkr@ksp.gov.in,psi-1 koratagere psi-1 koratagere ps l&o tumakuru 9480802988 koratageretkr@ksp.gov.in
KSP2099,PSI-2 KORATAGERE,PSI-2,KORATAGERE PS,L&O,Tumakuru,,,9364098538,,psi-2 koratagere psi-2 koratagere ps l&o tumakuru 9364098538
KSP2100,PSI-1 KOLALA,PSI-1,KOLALA PS,L&O,Tumakuru,,,9480802987,kolalapstkr@ksp.gov.in,psi-1 kolala psi-1 kolala ps l&o tumakuru 9480802987 kolalapstkr@ksp.gov.in
KSP2101,PSI-2 KOLALA,PSI-2,KOLALA PS,L&O,Tumakuru,,,9364098539,,psi-2 kolala psi-2 kolala ps l&o tumakuru 9364098539
KSP2102,AAO DPO,AAO,DPO Tumkur,DPO,Tumakuru,,0816-2271580,,,aao dpo aao dpo tumkur dpo tumakuru 0816-2271580
KSP2103,DySP MTO,DySP,MTO,DCRE,HQ,,,0816-2260824,,dysp mto dysp mto dcre hq 0816-2260824
KSP2104,DySP DAR,DySP,DAR,DAR,Tumakuru,,,9480802906,dspdarblr@ksp.gov.in,dysp dar dysp dar tumakuru 9480802906 dspdarblr@ksp.gov.in
KSP2105,PI DSP DAR,PI,DSP DAR,DAR,Tumakuru,,0816-2278140,9480802907,dsbtkr@ksp.gov.in,pi dsp dar pi dsp dar dar tumakuru 0816-2278140 9480802907 dsbtkr@ksp.gov.in
KSP2106,PSI DSB,PSI,DSB,DSB,Bengaluru City,,,9364098480,,psi dsb psi dsb bengaluru city 9364098480
KSP2107,PI DSB,PI,DSB,DSB,Tumakuru,,,9480802909,dsbrrcr@ksp.gov.in,pi dsb pi dsb tumakuru 9480802909 dsbrrcr@ksp.gov.in
KSP2108,PSI-1 DCRB,PSI-1,DCRB,DCRB,Bengaluru City,,,9364098466,,psi-1 dcrb psi-1 dcrb bengaluru city 9364098466
KSP2109,PSI-2 DCRB,PSI-2,DCRB,DCRB,Bengaluru City,,,9364098467,,psi-2 dcrb psi-2 dcrb bengaluru city 9364098467
KSP2110,DySP INT,DySP,INT,HQ,Vijayapura,,,9449878627,piinttkr@ksp.gov.in,dysp int dysp int hq vijayapura 9449878627 piinttkr@ksp.gov.in
KSP2111,PI FPB,PI,FPB TUMKUR,FPB,Tumakuru,,,9480802910,,pi fpb pi fpb tumkur fpb tumakuru 9480802910
KSP2112,PSI FPB,PSI,FPB,FPB,Bengaluru City,,,9364098488,,psi fpb psi fpb bengaluru city 9364098488
KSP2113,DySP ACB,DySP,ACB,ACB,Hassan,,,9480806221,,dysp acb dysp acb hassan 9480806221
KSP2114,PI ISD,PI,ISD,ISD,Ballari,,,9480800703,piisdrcr@ksp.gov.in,pi isd pi isd ballari 9480800703 piisdrcr@ksp.gov.in
KSP2115,PI CEN,PI,CEN PS,CEN,Tumakuru,,,9480802908,cenpsrcr@ksp.gov.in,pi cen pi cen ps cen tumakuru 9480802908 cenpsrcr@ksp.gov.in
KSP2116,PSI-1 Cyber Crime,PSI-1,Cyber Crime PS,L&O,Bengaluru City,,,9364098491,pidcbtkr@ksp.gov.in,psi-1 cyber crime psi-1 cyber crime ps l&o bengaluru city 9364098491 pidcbtkr@ksp.gov.in
KSP2117,PSI-2 Cyber Crime,PSI-2,Cyber Crime PS,L&O,Bengaluru City,,,9364098492,,psi-2 cyber crime psi-2 cyber crime ps l&o bengaluru city 9364098492
KSP2118,PI BESCOM Vigilance,PI,BESCOM Vigilance,ESCOM,Tumakuru,,,,,pi bescom vigilance pi bescom vigilance escom tumakuru
KSP2119,RPI PI FPB,RPI,PI FPB,FPB,Tumakuru,,,9480802983,,rpi pi fpb rpi pi fpb fpb tumakuru 9480802983
KSP2120,RPI PI ISD,RPI,PI ISD,ISD,Tumakuru,,,9480802984,,rpi pi isd rpi pi isd isd tumakuru 9480802984
KSP2121,RSI DAR (multiple entries),RSI,DAR (multiple entries),L&O,Bengaluru City,,,9364098481,,rsi dar (multiple entries) rsi dar (multiple entries) l&o bengaluru city 9364098481
KSP2122,PI BESCOM Vigilance,PI,BESCOM Vigilance,ESCOM,Tumakuru,,,9448094812,,pi bescom vigilance pi bescom vigilance escom tumakuru 9448094812
KSP2123,DC,,DC,L&O,Bengaluru City,,080-2278312,0816-2272480,,dc l&o bengaluru city 080-2278312 0816-2272480
KSP2124,CEO ZP,,CEO ZP,L&O,Bengaluru City,,,0816-2272898,,ceo zp l&o bengaluru city 0816-2272898
KSP2125,RTO,,RTO Tumkur,RTO,Tumakuru,,,0816-2278473,,rto rto tumkur tumakuru 0816-2278473
KSP2126,Homeguard,,Homeguard,Home Guard,Ramanagara,,,0816-2278460,,homeguard home guard ramanagara 0816-2278460
KSP2127,Public Prosecutor,,Public Prosecutor,Court,Tumakuru,,,0816-2278273,,public prosecutor court tumakuru 0816-2278273
KSP2128,Public Prosecutor,,Public Prosecutor,Court,Gadag,,,0816-2272885,,public prosecutor court gadag 0816-2272885
KSP2129,DHO,,DHO,L&O,Bengaluru City,,,0816-2278387,,dho l&o bengaluru city 0816-2278387
KSP2130,Fire Office,,Fire Office,Fire,Davanagere,,,0816-2283101,,fire office fire davanagere 0816-2283101
KSP2131,DySP Excise,DySP,Excise,Excise,Tumakuru,,0816-2272927,,,dysp excise dysp excise tumakuru 0816-2272927
KSP2132,District Fire Officer,,District Fire Officer,Fire,Chamarajanagara,,08226-2283101,,,district fire officer fire chamarajanagara 08226-2283101
KSP2133,Forest Officer,,Forest Officer,L&O,Bengaluru City,,080-2201196,,,forest officer l&o bengaluru city 080-2201196
KSP2134,DC KSRTC,,DC KSRTC,L&O,Bengaluru City,,080-2257149,7760990900,,dc ksrtc l&o bengaluru city 080-2257149 7760990900
KSP2135,"D.D, Women & Child Welfare Department",,"D.D, Women & Child Welfare Department",L&O,Bengaluru City,,080-2272590,,,"d.d, women & child welfare department l&o bengaluru city 080-2272590"
KSP2136,Tahsildar Koratagere,,Tahsildar Koratagere,L&O,Tumakuru,,,08138-232153,,tahsildar koratagere l&o tumakuru 08138-232153
KSP2137,Tahsildar Madhugiri,,Tahsildar Madhugiri,L&O,Tumakuru,,,08137-295533,,tahsildar madhugiri l&o tumakuru 08137-295533
KSP2138,IGP Eastern Range,IGP,Eastern Range,L&O,Davanagere,,,08192-237830,igper@ksp.gov.in,igp eastern range igp eastern range l&o davanagere 08192-237830 igper@ksp.gov.in
KSP2139,DySP DE IGP Office,DySP,DE IGP Office,Admin,Davanagere,,,9480803218,dyspdewr@ksp.gov.in,dysp de igp office dysp de igp office admin davanagere 9480803218 dyspdewr@ksp.gov.in
KSP2140,DySP HQ IGP Office,DySP,HQ IGP Office,Admin,Davanagere,,,9480803219,dsphqigpblr@ksp.gov.in,dysp hq igp office dysp hq igp office admin davanagere 9480803219 dsphqigpblr@ksp.gov.in
KSP2141,DySP FPB EASTERN RANGE,DySP,FPB EASTERN RANGE DAVANAGERE,FPB,Davanagere,,,9480800482,,dysp fpb eastern range dysp fpb eastern range davanagere fpb davanagere 9480800482
KSP2142,AAO IGP Office,AAO,IGP Office,Range HQ,Davanagere,,,,,aao igp office aao igp office range hq davanagere
KSP2143,SP Davanagere,SP,Davanagere,L&O,Davanagere,,,9480803201,spdvg@ksp.gov.in,sp davanagere sp davanagere l&o 9480803201 spdvg@ksp.gov.in
KSP2144,Addl. SP,Addl. SP,Davanagere,L&O,Davanagere,,,9480803202,addlspdvg@ksp.gov.in,addl. sp davanagere l&o 9480803202 addlspdvg@ksp.gov.in
KSP2145,Addl. SP,Addl. SP,Davanagere,L&O,Davanagere,,,9480803221,,addl. sp davanagere l&o 9480803221
KSP2146,District C/Room,,District C/Room,C/Room,Davanagere,,,9480803200,dccta@ksp.gov.in,district c/room c/room davanagere 9480803200 dccta@ksp.gov.in
KSP2147,PI (W) C/Room,PI (W),C/Room,C/Room,Davanagere,,,08192-253100,,pi (w) c/room pi (w) c/room davanagere 08192-253100
KSP2148,CYBER CRIME,,CYBER CRIME PS,CEN,Bengaluru City,,,08192-233660,,cyber crime cyber crime ps cen bengaluru city 08192-233660
KSP2149,DySP Davanagere City,DySP,Davanagere City,L&O,Davanagere,,,9480803220,sdpocitydvg@ksp.gov.in,dysp davanagere city dysp davanagere city l&o davanagere 9480803220 sdpocitydvg@ksp.gov.in
KSP2150,PI VIDYANAGAR,PI,VIDYANAGAR PS,L&O,Davanagere,,,9480803251,vidyanagardvg@ksp.gov.in,pi vidyanagar pi vidyanagar ps l&o davanagere 9480803251 vidyanagardvg@ksp.gov.in
KSP2151,PI K.T.J NAGAR,PI,K.T.J NAGAR PS,L&O,Davanagere,,,9480803250,ktjnagardvg@ksp.gov.in,pi k.t.j nagar pi k.t.j nagar ps l&o davanagere 9480803250 ktjnagardvg@ksp.gov.in
KSP2152,PI DAVANAGERE EXTENSION,PI,DAVANAGERE EXTENSION PS,L&O,Davanagere,,,9480803249,extnddvg@ksp.gov.in,pi davanagere extension pi davanagere extension ps l&o davanagere 9480803249 extnddvg@ksp.gov.in
KSP2153,CPI Davanagere Traffic Circle,CPI,Davanagere Traffic Circle,Traffic,Davanagere,,,9480803237,cpitrafficdvg@ksp.gov.in,cpi davanagere traffic circle cpi davanagere traffic circle traffic davanagere 9480803237 cpitrafficdvg@ksp.gov.in
KSP2154,PSI SOUTH TRAFFIC,PSI,SOUTH TRAFFIC PS,Traffic,Davanagere,,,9480803253,trafficdvg@ksp.gov.in,psi south traffic psi south traffic ps traffic davanagere 9480803253 trafficdvg@ksp.gov.in
KSP2155,PSI NORTH TRAFFIC,PSI,NORTH TRAFFIC PS,Traffic,Davanagere,,,9480803271,trafficnorthdvg@ksp.gov.in,psi north traffic psi north traffic ps traffic davanagere 9480803271 trafficnorthdvg@ksp.gov.in
KSP2156,PI WOMEN,PI,WOMEN PS,L&O,Davanagere,,,9480803252,womenpsrcr@ksp.gov.in,pi women pi women ps l&o davanagere 9480803252 womenpsrcr@ksp.gov.in
KSP2157,PSI DSP CEN  Vidyanagara,PSI,DSP CEN PS Vidyanagara,CEN,Davanagere,,,9480803209,cenpsdvg@ksp.gov.in,psi dsp cen  vidyanagara psi dsp cen ps vidyanagara cen davanagere 9480803209 cenpsdvg@ksp.gov.in
KSP2158,PI AZADNAGAR,PI,AZADNAGAR PS,L&O,Davanagere,,,9480803245,azadnagardvg@ksp.gov.in,pi azadnagar pi azadnagar ps l&o davanagere 9480803245 azadnagardvg@ksp.gov.in
KSP2159,PI BASAVANAGAR,PI,BASAVANAGAR PS,L&O,Davanagere,,,9480803246,basavanagadvg@ksp.gov.in,pi basavanagar pi basavanagar ps l&o davanagere 9480803246 basavanagadvg@ksp.gov.in
KSP2160,CPI Gandhinagar Circle,CPI,Gandhinagar Circle,L&O,Davanagere,,,9480803233,cpicitydvg@ksp.gov.in,cpi gandhinagar circle cpi gandhinagar circle l&o davanagere 9480803233 cpicitydvg@ksp.gov.in
KSP2161,PSI-1 GANDHINAGAR,PSI-1,GANDHINAGAR PS,L&O,Davanagere,,,9480803247,ghandinagardvg@ksp.gov.in,psi-1 gandhinagar psi-1 gandhinagar ps l&o davanagere 9480803247 ghandinagardvg@ksp.gov.in
