"Section","Unit","Designation","Phone","Email"
"Ranges","Eastern Range – Davanagere","DFO","261350 / —",""
"Ranges","Eastern Range – Davanagere","Comdt Home Guard","255784 / —",""
"Ranges","Eastern Range – Davanagere","District Session Judge","252562 / —",""
"Ranges","Eastern Range – Davanagere","Fire Office","258101 / —",""
"Ranges","Eastern Range – Davanagere","Forest Office","261350 / —",""
"Ranges","Eastern Range – Davanagere","Guest House","233377 / —",""
"Ranges","Eastern Range – Davanagere","SP, Shivamogga","08182-261400 / RES-261401 / 9480803301","spshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","Addl. SP-1, Shivamogga","08182-261402 / RES-261403 / 9480803302","addlspshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","Addl. SP-2, Shivamogga","08182-255277 / 9480803391","addlsp2shi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","District Control Room","08182-270521F / 261413 / 9480803300","dcshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI (W)","— / 9480800947",""
"Ranges","Eastern Range – Davanagere","DSP, Shivamogga","261404 / 9480803321","sdposhimogashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI Kote PS","261415 / 9480803331","koteshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Kote PS","261415 / 9480803347",""
"Ranges","Eastern Range – Davanagere","PSI-2 Kote PS","261415 / 9480803374",""
"Ranges","Eastern Range – Davanagere","PI Doddapete PS","261414 / 9480803330","doddapeteshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Doddapete PS","— / 9480803345",""
"Ranges","Eastern Range – Davanagere","PI Women PS","227310 / 9480803349","shimogawomenshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Women PS","227310 / —",""
"Ranges","Eastern Range – Davanagere","PI Tunganagara PS","261423 / 9480803370","tunganagarshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Tunganagara PS","— / 9480803377",""
"Ranges","Eastern Range – Davanagere","DSP Shivamogga","261410 / 9480803315",""
"Ranges","Eastern Range – Davanagere","Cyber Crime PS","261426 / 9480803383","cenpsshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI Vinobanagara PS","261424 / 9480803308","vinobanagarashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Vinobanagara PS","— / 9480803373",""
"Ranges","Eastern Range – Davanagere","PI Jayanagara PS","261416 / 9480803348","jayanagarashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Jayanagara PS","— / 8277982644",""
"Ranges","Eastern Range – Davanagere","PSI-2 Jayanagara PS","— / 9480803375",""
"Ranges","Eastern Range – Davanagere","PI Shivamogga Rural PS","261418 / 9480803332","cpishimogaruralshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Shivamogga Rural PS","— / 9480803350","shimogaruralshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Shivamogga Rural PS","— / 9480803376",""
"Ranges","Eastern Range – Davanagere","PI Kumsi PS","262332 / 9480803351","kumsishi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","CPI Shivamogga Traffic Circle","240666 / 9480803309","cpismgtrafficshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Shivamogga Traffic East PS","240666 / 9480803335","trafficeastshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Shivamogga Traffic West PS","261417 / 9480803346",""
"Ranges","Eastern Range – Davanagere","ASP Bhadravathi","274252 / 9480803320","sdpobdvtshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","CPI Bhadravathi Town","266549 / 9480803334","cpibdvttownshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Old Town Bhadravathi","266343 / 9480803354","oldtownbdvtshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Old Town Bhadravathi","266343 / 9480803380",""
"Ranges","Eastern Range – Davanagere","PSI-1 New Town Bhadravathi","274313 / 9480803355","newtownbdvtshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 New Town Bhadravathi","274313 / 9480803381",""
"Ranges","Eastern Range – Davanagere","PSI-1 Bhadravathi Traf. PS","276314 / 9480803356","bdvttrafficshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Bhadravathi Traf. PS","276314 / —",""
"Ranges","Eastern Range – Davanagere","PSI Hosamane PS","266022 / 9480803312","hosamaneshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI Holehonnur PS","235494 / 9480803359","holehonnurshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Holehonnur PS","235494 / —",""
"Ranges","Eastern Range – Davanagere","PI Paper Town PS","270456 / 9480803358","papertoenbdvtshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Paper Town PS","270456 / —",""
"Ranges","Eastern Range – Davanagere","PI Bhadravathi Rural PS","270100 / 9480803357","cpibdvtruralshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","DSP Thirthahalli","220388 / 9480803340","sdpothallishi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","CPI Malur Circle","228310 / 9480803333","cpithirthahalllishi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Malur PS","235142 / 9480803353","malurshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Agumbe PS","233181 / 9480803314","agumbeshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Agumbe PS","233181 / 9480803379",""
"Ranges","Eastern Range – Davanagere","PI Thirthahalli PS","228333 / 9480803352","thirthahallishi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Thirthahalli PS","228333 / —",""
"Ranges","Eastern Range – Davanagere","PSI-2 Thirthahalli PS","228333 / 9480803378",""
"Ranges","Eastern Range – Davanagere","CPI Hosanagara Circle","221244 / 9480803337","cpihosanagarashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Hosanagara PS","221244 / 9480803364","hosanagarashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Ripponpete PS","242635 / 9480803365","ripponpeteshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Nagara PS","243433 / 9480803313","nagarashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Nagara PS","243433 / —",""
"Ranges","Eastern Range – Davanagere","ASP Sagar","226082 / 9480803322","sdposagarashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI Sagara Town PS","226067 / 9480803360","sagaratownshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Sagara Town PS","226067 / 9480803384",""
"Ranges","Eastern Range – Davanagere","PI Sagara Rural PS","226194 / 9480803361","sagararuralshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Sagara Rural PS","226194 / —",""
"Ranges","Eastern Range – Davanagere","PSI-2 Sagara Rural PS","226194 / 9480803385",""
"Ranges","Eastern Range – Davanagere","CPI Kargal Circle","240324 / 9480803336","kargalshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Kargal PS","240324 / 9480803362","kargalshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Anandapura PS","— / 9480803363","anandapurashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","DSP, Shikaripura","08187-222442 / 9480803323","sdposhikaripurashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","CPI Shikaripura Circle","222430 / 9480803338","cpishikaripurashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Shikaripura Town PS","222772 / 9480803371","shikaripurashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Shikaripura Town PS","222772 / 9480803386",""
"Ranges","Eastern Range – Davanagere","PSI Shiralakoppa PS","234511 / 9480803367","shiralakoppashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI Shikaripura (R) PS","223430 / 9480803366","shikaripuraruralshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","CPI Soraba Circle","272122 / 9480803339","cpisorabashi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Soraba PS","272210 / 9480803368",""
"Ranges","Eastern Range – Davanagere","PSI-1 Soraba PS","272210 / 9480803387",""
"Ranges","Eastern Range – Davanagere","PSI Anavatti PS","267135 / 9480803369","anavattishi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","AAO","259022 / —",""
"Ranges","Eastern Range – Davanagere","DSP DAR","261412 / 9480803306","darshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","DSP INT","226905 / —",""
"Ranges","Eastern Range – Davanagere","PI DSB","261436 / 9480803307","dsbshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","DSP DCRB","261422 / —","dcrbshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI DCRB","261422 / 9480803309","dcrbshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI FPB","— / 9480803310",""
"Ranges","Eastern Range – Davanagere","RPI DAR Bhadravathi","270495 / 9480803389","darbdvtshi@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","DSP/PI KLA","222671 / —",""
"Ranges","Eastern Range – Davanagere","PSI DCRB Shivamogga","— / 9480803392",""
"Ranges","Eastern Range – Davanagere","PI INT","227273 / 9449878626",""
"Ranges","Eastern Range – Davanagere","PI MESCOM","251910 / —",""
"Ranges","Eastern Range – Davanagere","PSI Railway","222974 / 9480802124",""
"Ranges","Eastern Range – Davanagere","DC Shivamogga","271101 / —","deo.shimoga@gmail.com"
"Ranges","Eastern Range – Davanagere","Forest Office","272210 / —",""
"Ranges","Eastern Range – Davanagere","Old Age Help Line Shivamogga","221188 / 260424 / —",""
"Ranges","Eastern Range – Davanagere","Fire Office","222888 / —",""
"Ranges","Eastern Range – Davanagere","Women Help Line","271628 / 1091 / —",""
"Ranges","Eastern Range – Davanagere","Remand Room","223157 / —",""
"Ranges","Eastern Range – Davanagere","SP, Haveri","232800 / RES-297280 / 9480804501","sphvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","Addl. SP, Haveri","235880 / RES-235881 / 9480804502","addlsphvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","District Control Room","237368 / 9480804500","dchvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI (W) Control Room","233766 / 9480800953",""
"Ranges","Eastern Range – Davanagere","ERSS","232143 / 298900 / —",""
"Ranges","Eastern Range – Davanagere","DSP Haveri","232470 / 9480804520","sdpohaverihvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","DSP DAR","— / 9480804506",""
"Ranges","Eastern Range – Davanagere","PI Haveri Town PS","232333 / 9480804545","haveritownhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Haveri Town PS","— / 8277984039",""
"Ranges","Eastern Range – Davanagere","PSI-2 Haveri Town PS","— / 8277984024",""
"Ranges","Eastern Range – Davanagere","PSI-3 Haveri Town PS","— / 8277984077",""
"Ranges","Eastern Range – Davanagere","PSI-4 Haveri Town PS","— / 8277984091",""
"Ranges","Eastern Range – Davanagere","PSI-1 Haveri Traffic PS","— / 8277984025","haveritraffic@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Haveri Traffic PS","— / 8277984096",""
"Ranges","Eastern Range – Davanagere","PI Women PS","232633 / 8277984068","womenpshvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Women PS","— / 8277984029",""
"Ranges","Eastern Range – Davanagere","PSI-2 Women PS","— / 8277984120",""
"Ranges","Eastern Range – Davanagere","DSP Cyber Crime","232770 / —",""
"Ranges","Eastern Range – Davanagere","PI Cyber Crime PS","232770 / 8277984221","picenhaveri@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Cyber Crime PS","— / 8277984088",""
"Ranges","Eastern Range – Davanagere","PSI-2 Cyber Crime PS","— / 8277984158",""
"Ranges","Eastern Range – Davanagere","CPI Haveri Rural Circle","232493 / 9480804530","cpihaveriruralhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Haveri Rural PS","233333 / 9480804546","haveriruralhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Haveri Rural PS","— / 8277984116",""
"Ranges","Eastern Range – Davanagere","PSI-1 Guttal PS","224233 / 9480804547","guttalhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Guttal PS","224233 / 8277984146",""
"Ranges","Eastern Range – Davanagere","CPI Byadagi Circle","228633 / 9480804531","cpibyadagihvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Byadagi PS","228333 / 9480804548","byadagihvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Byadagi PS","— / 8277984194",""
"Ranges","Eastern Range – Davanagere","PSI-1 Kaginele PS","289233 / 9480804549","kaginelehvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Kaginele PS","289233 / 8277984224",""
"Ranges","Eastern Range – Davanagere","DSP, Ranebennur","255311 / 9480804521","sdporbhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","CPI Ranebennur (T) Circle","260033 / 9480804532","cpiranebennurtownhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Ranebennur (T) PS","266333 / 9480804550","rbtownhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Ranebennur (T) PS","— / 8277984293",""
"Ranges","Eastern Range – Davanagere","PSI-1 Ranebennur Traffic PS","268333 / 9480804551","rbtraffichvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Ranebennur Traffic PS","— / 8277984275",""
"Ranges","Eastern Range – Davanagere","PI Ranebennur (R) PS","266433 / 9480804552","rbruralhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Ranebennur (R) PS","— / 8277984332",""
"Ranges","Eastern Range – Davanagere","CPI Kumarapattanam Circle","240404 / 9480804536","cpikpmhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Kumarapattanam PS","242208 / 9480804553","kpattanamhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Kumarapattanam PS","— / 8277984370",""
"Ranges","Eastern Range – Davanagere","PSI-1 Halageri PS","252333 / 9480804554","halagerihvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Halageri PS","252333 / 8277984335",""
"Ranges","Eastern Range – Davanagere","CPI Hirekerur Circle","282204 / 9480804533","cpihirekerurhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Hirekerur PS","282333 / 9480804555","hirekerurhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Hirekerur PS","282333 / 8277984407",""
"Ranges","Eastern Range – Davanagere","PSI-1 Rattihalli PS","286233 / 9480804556","rattihallihvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Rattihalli PS","286233 / 8277984432",""
"Ranges","Eastern Range – Davanagere","PSI-1 Hansabhavi PS","289033 / 9480804557","hansabhavihvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Hansabhavi PS","289033 / 8277984487",""
"Ranges","Eastern Range – Davanagere","DSP Shiggaon","255333 / 9480804522","sdposhiggoaonhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI Shiggaon PS","255600 / 9480804558","shiggoanhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Shiggaon PS","255233 / 8277984488",""
"Ranges","Eastern Range – Davanagere","PSI-2 Shiggaon PS","255233 / 8277984510",""
"Ranges","Eastern Range – Davanagere","CPI Shiggaon Circle","255633 / 9480804534","cpishiggoanhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Tadasa PS","257433 / 9480804559","tadashvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Tadasa PS","257433 / 8277984565",""
"Ranges","Eastern Range – Davanagere","PSI-1 Bankapur PS","254233 / 9480804508","bankapurahvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Bankapur PS","254233 / 8277984535",""
"Ranges","Eastern Range – Davanagere","PSI-1 Hulagur PS","— / 8277984577","hulagurhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Hulagur PS","— / 6361512694",""
"Ranges","Eastern Range – Davanagere","PI Savanur PS","241633 / 9480804560","savanurhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Savanur PS","241633 / 8277984629",""
"Ranges","Eastern Range – Davanagere","PSI-2 Savanur PS","241633 / 8277984601",""
"Ranges","Eastern Range – Davanagere","CPI Hanagal Circle","262207 / 9480804535","cpihanagalhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Hanagal PS","262333 / 9480804561","hanagalhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Hangal PS","262333 / 8277984645",""
"Ranges","Eastern Range – Davanagere","PSI-1 Adur PS","265233 / 9480804562","adurhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-2 Adur PS","265233 / 8277984703",""
"Ranges","Eastern Range – Davanagere","AAO","232101 / —",""
"Ranges","Eastern Range – Davanagere","PI DSB","233120 / 9480804507","dsbhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI DCRB","233387 / 9480804509","dcrbhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","RPI DAR","234429 / 8277984155","darhvr@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","Computer Section","— / 9480806040",""
"Ranges","Eastern Range – Davanagere","DSP KLA","237167 / 9364062563",""
"Ranges","Eastern Range – Davanagere","PSI FPB","— / 9480804510",""
"Ranges","Eastern Range – Davanagere","CMDT Home Guard","236160 / —",""
"Ranges","Eastern Range – Davanagere","ISD","— / 9480800671",""
"Ranges","Eastern Range – Davanagere","CDR Section","— / 8277984724",""
"Ranges","Eastern Range – Davanagere","DC Haveri","249015 / 9448484413",""
"Ranges","Eastern Range – Davanagere","RTO Haveri","232299 / —",""
"Ranges","Eastern Range – Davanagere","CEO ZP","249003 / —",""
"Ranges","Eastern Range – Davanagere","Fire Station Haveri","232666 / —",""
"Ranges","Eastern Range – Davanagere","SP, Chitradurga","08194-222781 / RES-230993 / 9480803101","spcta@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","Addl. SP-1, Chitradurga","08194-224053 / 9480803102","addlspcta@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","Addl. SP-2, Chitradurga","— / 9480803109",""
"Ranges","Eastern Range – Davanagere","District Control Room","222782 / 224598 / 9480803100","dccta@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI (W)","224066 / 9480800945",""
"Ranges","Eastern Range – Davanagere","DSP, Chitradurga","222430 / 9480803120","sdpocta@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","Cyber Crime PS","— / 9480803173","cybercrimepscta@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI Women PS","224638 / 9480803172","womenpscta@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PI Chitradurga (T) PS","222333 / 9480803146","towncta@ksp.gov.in"
"Ranges","Eastern Range – Davanagere","PSI-1 Chitradurga (T) PS","222333 / 9480803180",""
"Ranges","Eastern Range – Davanagere","PSI-2 Chitradurga (T) PS","222333 / 9480803164",""
"Ranges","Eastern Range – Davanagere","PSI-3 Chitradurga (T) PS","222333 / 9480803170",""
"Ranges","Eastern Range – Davanagere","PSI-4 Chitradurga (T) PS","222333 / 9480803165",""
"Ranges","Eastern Range – Davanagere","CPI Chitradurga Extension Circle","223295 / 9480803130",""
