AGID,Name,Rank,Email,Mobile,Landline,District,Office,Unit
AGID1786,PI Kamaripeth PS,PI,kamaripethhde@ksp.gov.in,9480802028,2233519,Hubballi–Dharwad City,KAMARIPETH PS,L&O
AGID1787,PI Kampli PS,PI,cpikampliblr@ksp.gov.in,9480803038,,Ballari,KAMPLI PS,L&O
AGID1788,PI Kanakagiri PS,PI,kanakagirikpl@ksp.gov.in,9480803755,08533-240233,Koppal,KANAKAGIRI PS,L&O
AGID1789,PI Kanakapura (T) PS,PI,kpuratownrmn@ksp.gov.in,9480802860,27522441,Ramanagara,KANAKAPURA (T) PS,L&O
AGID1790,PI Kankanadi PS,PI,kankanadymge@ksp.gov.in,9480805354,2220529,Mangaluru City,KANKANADI PS,L&O
AGID1791,PI Karatagi PS,PI,karatagikpl@ksp.gov.in,9480803754,08533-275331,Koppal,KARATAGI PS,L&O
AGID1792,PI Karkala (T) PS,PI,karkalatownudp@ksp.gov.in,9480805461,08258-230213,Udupi,KARKALA (T) PS,L&O
AGID1793,PI Karwar Rural PS,PI,karwarruralukwr@ksp.gov.in,9480805248,08382-228333,Uttara Kannada,KARWAR RURAL PS,L&O
AGID1794,PI Karwar Town PS,PI,karwartownukwr@ksp.gov.in,9480805247,08382-226333,Uttara Kannada,KARWAR TOWN PS,L&O
AGID1795,PI Kasabapeth PS,PI,kasabapethhde@ksp.gov.in,9480802023,2233536,Hubballi–Dharwad City,KASABAPETH PS,L&O
AGID1796,PI Kavoor PS,PI,kavoormgc@ksp.gov.in,9480802346,2220533,Mangaluru City,KAVOOR PS,L&O
AGID1797,PI Kempegowda International Airport PS (KIAL PS),PI,biapsbcp@ksp.gov.in,9480801421,22001102,Bengaluru City,PI Kempegowda International Airport PS (KIAL PS),L&O
AGID1798,PI Kempegowda Nagar PS,PI,kgnagarbcp@ksp.gov.in,9480801525,22942578,Bengaluru City,KEMPEGOWDA NAGAR PS,L&O
AGID1799,PI Kengeri PS,PI,kengeribcp@ksp.gov.in,9480801729,22942517,Bengaluru City,KENGERI PS,L&O
AGID1800,PI Keshwapur PS,PI,keshwapurhde@ksp.gov.in,9480802026,2233518,Hubballi–Dharwad City,KESHWAPUR PS,L&O
AGID1801,PI Khadebazar PS,PI,khadebazarbmg@ksp.gov.in,9480804049,2405232,Belagavi City,KHADEBAZAR PS,L&O
AGID1802,PI Khanapur PS,PI,khanapurbgm@ksp.gov.in,9480804033,08336-223233,Belagavi,KHANAPUR PS,L&O
AGID1804,PI Kikkeri PS,PI,kikkerimdy@ksp.gov.in,9480804861,8230265433,Mandya,Kikkeri PS,L&O
AGID2663,PI Kodagu,PI,mcrpsdcre@ksp.gov.in,9480806146,0827-2221050,Southern,PS Kodagu,DCRE
AGID1811,PI Kodigehalli PS,PI,pikodigehallibcp@ksp.gov.in,9480801422,22943703,Bengaluru City,KODIGEHALLI PS,L&O
AGID1812,PI Konaje PS,PI,konajemgc@ksp.gov.in,9480802350,2220536,Mangaluru City,KONAJE PS,L&O
AGID1813,PI Konanakunte PS,PI,konanakuntepsbcp@ksp.gov.in,9480801520,22942560,Bengaluru City,KONANAKUNTE PS,L&O
AGID2632,PI Koppal,PI,kplpsdcre@ksp.gov.in,9480806184,08539-230227,Ballari,PS Koppal,DCRE
AGID1814,PI Koppal (T) PS,PI,townkpl@ksp.gov.in,9480803745,08539-220333,Koppal,KOPPAL (T) PS,L&O
AGID1815,PI Koramangala PS,PI,kmangalabcp@ksp.gov.in,9480801625,22942570,Bengaluru City,KORAMANGALA PS,L&O
AGID1816,PI Kote PS,PI,koteshi@ksp.gov.in,9480803349,08182-261415,Shivamogga,KOTE PS,L&O
AGID1817,PI Kothanuru PS,PI,kottanurbcpksp.gov.in,9480801423,22943694,Bengaluru City,KOTHANURU PS,L&O
AGID1821,PI Kudur PS,PI,kudurrmn@ksp.gov.in,9480802853,27762241,Ramanagara,KUDUR PS,L&O
AGID1822,PI Kumbalagodu PS,PI,kumbalagudurm@ksp.gov.in,9480802808,28437599,Ramanagara,KUMBALAGODU PS,L&O
AGID1823,PI Kumsi PS,PI,kumsishi@ksp.gov.in,9480803351,08182-262332,Shivamogga,KUMSI PS,L&O
AGID1824,PI Kumta PS,PI,cpikumtaukwr@ksp.gov.in,9480805234,08386-220233,Uttara Kannada,KUMTA PS,L&O
AGID1825,PI Kundagola PS,PI,kundagoldwd@ksp.gov.in,9480804352,08304-290343,Dharwad,KUNDAGOLA PS,L&O
AGID1826,PI Kundapur Town PS,PI,kundapurudp@ksp.gov.in,9480805455,08254-230338,Udupi,KUNDAPUR TOWN PS,L&O
AGID1827,PI Kunigal PS,PI,kunigaltkr@ksp.gov.in,9480802962,08132-220229,Tumkur,KUNIGAL PS,L&O
AGID1828,PI Kushalnagara (T) PS,PI,kushalnagamer@ksp.gov.in,9480804951,8276274333,Kodagu,KUSHALNAGARA (T) PS,L&O
AGID2103,PI Kuvempunagar PS,PI,kuvempunagarmyc@ksp.gov.in,9480802247,2418324,Mysuru City,KUVEMPUNAGAR PS,L&O
AGID2104,PI Lakshmipuram PS,PI,laxmipurammyc@ksp.gov.in,9480802243,2418320,Mysuru City,LAKSHMIPURAM PS,L&O
AGID2105,PI Lashkar PS,PI,lashkarmyceiksp.gov.in,9480802232,2418107,Mysuru City,LASHKAR PS,L&O
AGID1829,PI Legislative House,PI,,,22942692,Bengaluru City,PI Legislative House,L&O
AGID1830,PI Lingasuguru PS,PI,cplingasugurrrcr@ksp.gov.in,9480803833,08537-258333,Raichur,LINGASUGURU PS,L&O
AGID1831,PI M.B. Nagar PS,PI,mbnagarkepksp.gov.in,9480805526,263628,Kalaburagi City,M.B. NAGAR PS,L&O
AGID0385,PI MESCOM,PI,,,08182-251910,Shivamogga,PI MESCOM,ESCOM
AGID1858,PI MM Hills PS,PI,mmhillsehn@ksp.gov.in,9480804658,8225272141,Chamarajanagara,M.M. Hills PS,L&O
AGID2627,PI MTO,PI,mtohqdcre@ksp.gov.in,9480806117,,HQ,MTO,DCRE
AGID1833,PI Madanayakanahalli PS,PI,mnayakahallibng@ksp.gov.in,9480802472,23713699,Bengaluru,MADANAYAKANAHALLI PS,L&O
AGID1832,PI Madanayakanahalli PS,PI,mdhallibcp@ksp.gov.in,9480801731,22942561,Bengaluru City,MADANAYAKANAHALLI PS,L&O
AGID1834,PI Maddur PS,PI,maddurmdy@ksp.gov.in,9480804869,823223217,Mandya,Maddur PS,L&O
AGID1835,PI Madikeri (R) PS,PI,madikeriruralmer@ksp.gov.in,9480804946,8272228777,Kodagu,MADIKERI (R) PS,L&O
AGID1836,PI Madiwala PS,PI,madivalabcp@ksp.gov.in,9480801624,22942568,Bengaluru City,MADIWALA PS,L&O
AGID1837,PI Magadi PS,PI,magadirmn@ksp.gov.in,9480802852,27745224,Ramanagara,MAGADI PS,L&O
AGID1838,PI Magadi Road PS,PI,mroadbcp@ksp.gov.in,9480801724,22942505,Bengaluru City,MAGADI ROAD PS,L&O
AGID1839,PI Mahadevapura PS,PI,mdpurabcp@ksp.gov.in,9480801230,22942546,Bengaluru City,MAHADEVAPURA PS,L&O
AGID1840,PI Mahalakshmi Layout PS,PI,mllayoutbcp@ksp.gov.in,9480801318,22942523,Bengaluru City,MAHALAKSHMI LAYOUT PS,L&O
AGID1841,PI Malamaruthi PS,PI,malmaruthibgm@ksp.gov.in,9480804107,2405251,Belagavi City,MALAMARUTHI PS,L&O
AGID1842,PI Malavalli (R) PS,PI,malavalliruralmdy@ksp.gov.in,9480804863,8231242233,Mandya,MALAVALLI (R) PS,L&O
AGID1843,PI Malavalli (T) PS,PI,malavallitownmdy@ksp.gov.in,9480804862,8231243,Mandya,Malavalli Town PS,L&O
AGID1844,PI Malleshwaram PS,PI,mvmbcp@ksp.gov.in,9480801315,22942519,Bengaluru City,MALLESHWARAM PS,L&O
AGID2106,PI Mandi PS,PI,mandimyceiksp.gov.in,9480802237,2418113,Mysuru City,MANDI PS,L&O
AGID2664,PI Mandya,PI,mdypsdcre@ksp.gov.in,9480806142,08232-230703,Southern,PS Mandya,DCRE
AGID1845,PI Mandya (R) PS,PI,ruralmdy@ksp.gov.in,9480804808,82322242,Mandya,MANDYA (R) PS,L&O
AGID0620,PI Mandya Traffic PS,PI,trafficmdy@ksp.gov.in,9480804848,8232224648,Mandya,Mandya Traffic PS,Traffic
AGID1846,PI Mandya West PS,PI,westmdy@ksp.gov.in,9480804845,8232224666,Mandya,Mandya West PS,L&O
AGID1847,PI Mangaluru East PS (Kadri),PI,,9480805347,2220520,Mangaluru City,PI Mangaluru East PS (Kadri),L&O
AGID1848,PI Mangaluru North PS,PI,,9480805338,2220516,Mangaluru City,MANGALURU NORTH PS,L&O
AGID1849,PI Mangaluru Rural PS,PI,mangaloreruralmgc@ksp.gov.in,9480805330,2220535,Mangaluru City,MANGALURU RURAL PS,L&O
AGID1850,PI Mangaluru South PS,PI,mangaloresouthmgc@ksp.gov.in,9480805339,2220518,Mangaluru City,MANGALURU SOUTH PS,L&O
AGID1851,PI Manipal PS,PI,manipaludp@ksp.gov.in,9480805448,0820-2570328,Udupi,MANIPAL PS,L&O
AGID1852,PI Manvi PS,PI,spimanvircr@ksp.gov.in,9480803865,08538-220033,Raichur,MANVI PS,L&O
AGID1853,PI Marathahalli PS,PI,marathahallibcp@ksp.gov.in,9480801615,25639999,Bengaluru City,MARATHAHALLI PS,L&O
AGID1854,PI Marihal PS,PI,marihalbgm@ksp.gov.in,9480804056,2405239,Belagavi City,MARIHAL PS,L&O
AGID1855,PI Masthi PS,PI,mastiklr@ksp.gov.in,9480802651,08151-236222,Kolar,MASTHI PS,L&O
AGID1856,PI Melukote PS,PI,,,82362998,Mandya,Melukote PS,L&O
AGID2107,PI Metagally PS,PI,metagallymyceiksp.gov.in,9480802239,2418315,Mysuru City,METAGALLY PS,L&O
AGID1857,PI Mico Layout PS,PI,micobcp@ksp.gov.in,9480801620,22942569,Bengaluru City,MICO LAYOUT PS,L&O
AGID1859,PI Moodabidri PS,PI,moodbidremgc@ksp.gov.in,9480802314,08258-236333,Mangaluru City,MOODABIDRI PS,L&O
AGID1861,PI Mudhol PS,PI,mudholgha@ksp.gov.in,9480803594,08441-220811,Kalaburagi,MUDHOL PS,L&O
AGID1862,PI Mulagund PS,PI,mulagundgdg@ksp.gov.in,9480804448,08372-280133,Gadag,MULAGUND PS,L&O
AGID1863,PI Mulbagal (T) PS,PI,mulbagalklr@ksp.gov.in,9480802652,08159-242040,Kolar,MULBAGAL (T) PS,L&O
AGID1864,PI Mulki PS,PI,mulkimgc@ksp.gov.in,9480805352,2290533,Mangaluru City,MULKI PS,L&O
AGID0269,PI Mundargi PS,PI,mundaragigdggksp.gov.in,9480804455,08371-262233,Gadag,MUNDARGI PS,DAR
AGID1865,PI Mundgod PS,PI,mundgodukwr@ksp.gov.in,9480805258,08301-222211,Uttara Kannada,MUNDGOD PS,L&O
AGID1866,PI Murgod PS,PI,murgodbgm@ksp.gov.in,9480804079,08337-265533,Belagavi,MURGOD PS,L&O
AGID1867,PI Mysuru South PS,PI,mysurusouthmys@ksp.gov.in,9480805036,8212444955,Mysuru,Mysuru South PS,L&O
AGID2108,PI N.R. PS,PI,narasimharajamyceiksp.gov.in,9480802236,2418312,Mysuru City,N.R. PS,L&O
AGID0636,PI N.R. Traffic PS,PI,artrafficmyc@ksp.gov.in,9480802250,2418328,Mysuru City,N.R. TRAFFIC PS,Traffic
AGID1868,PI Nagamangala (T) PS,PI,nmangalamdy@ksp.gov.in,9480804852,823428604,Mandya,Nagamangala Town PS,L&O
AGID1869,PI Nandagudi PS,PI,nandagudibng@ksp.gov.in,9480802433,27961250,Bengaluru,NANDAGUDI PS,L&O
AGID1870,PI Nandgad PS,PI,nandgadbgm@ksp.gov.in,9480804087,08336-236633,Belagavi,NANDGAD PS,L&O
AGID1871,PI Nandini Layout PS,PI,nlayoutbcp@ksp.gov.in,9480801317,22942539,Bengaluru City,NANDINI LAYOUT PS,L&O
AGID1872,PI Nanjangudu Rural PS,PI,nanjangudruralmys@ksp.gov.in,9480805049,8221226259,Mysuru,Nanjangudu Rural PS,L&O
AGID1873,PI Nanjangudu Town PS,PI,nanjangudtownmys@ksp.gov.in,9480805048,8221228383,Mysuru,NANJANGUDU TOWN PS,L&O
AGID1874,PI Naragund PS,PI,naragundgdg@ksp.gov.in,9480804456,08377-245288,Gadag,NARAGUND PS,L&O
AGID2109,PI Nazarbad PS,PI,nazarbadmyceiksp.gov.in,9480802233,2418308,Mysuru City,NAZARBAD PS,L&O
AGID1875,PI Nelamangala (R) PS,PI,nmlruralbng@ksp.gov.in,9480802430,27728223,Bengaluru,NELAMANGALA (R) PS,L&O
AGID1876,PI Nelamangala (T) PS,PI,nmltownbng@ksp.gov.in,9480802461,27722133,Bengaluru,NELAMANGALA (T) PS,L&O
AGID1877,PI Nelamangala PS,PI,nmgalaabcp@ksp.gov.in,9480801732,27722500,Bengaluru City,NELAMANGALA PS,L&O
AGID0621,PI Nelamangala Traffic PS,PI,nmltrafficbng@ksp.gov.in,9480802474,27722134,Bengaluru,NELAMANGALA TRAFFIC PS,Traffic
AGID1878,PI Nesargi PS,PI,nesargibgm@ksp.gov.in,9480804075,08288-7259392428,Belagavi,NESARGI PS,L&O
AGID1879,PI Nyamathi PS,PI,nyamathidvg@ksp.gov.in,9480803263,08188-265349,Davanagere,NYAMATHI PS,L&O
AGID1880,PI Old Hubballi PS,PI,oldhublihde@ksp.gov.in,9480802024,2233541,Hubballi–Dharwad City,OLD HUBBALLI PS,L&O
AGID1881,PI Panambur PS,PI,panamburmge@ksp.gov.in,9480805331,2220530,Mangaluru City,PANAMBUR PS,L&O
AGID1882,PI Pandavapura PS,PI,,9480804858,8236255132,Mandya,Pandavapura PS,L&O
AGID1883,PI Paper Town PS,PI,papertowbdvtshi@ksp.gov.in,9480803358,08282-270456,Shivamogga,PAPER TOWN PS,L&O
AGID1884,PI Parappana Agrahara PS,PI,pagraharabcp@ksp.gov.in,9480801627,22943468,Bengaluru City,PARAPPANA AGRAHARA PS,L&O
AGID1885,PI Pavagada (T) PS,PI,pavagadatkr@ksp.gov.in,9480802941,08136-245888,Tumkur,PAVAGADA (T) PS,L&O
AGID1886,PI Peenya PS,PI,peenyabcp@ksp.gov.in,9480801324,22942532,Bengaluru City,PEENYA PS,L&O
AGID1887,PI Pension Mohalla PS,PI,pensionmohallahsn@ksp.gov.in,9480804748,817227226,Hassan,PENSION MOHALLA PS,L&O
AGID1888,PI Periyapatna PS,PI,periyapatnamys@ksp.gov.in,9480805058,82222731,Mysuru,Periyapatna PS,L&O
AGID1889,PI Pulakeshinagar PS,PI,ftownbcp@ksp.gov.in,9480801215,22942548,Bengaluru City,PULAKESHINAGAR PS,L&O
AGID1890,PI Puttenahalli PS,PI,puttenahallipsbcp@ksp.gov.in,9480801523,22942566,Bengaluru City,PUTTENAHALLI PS,L&O
AGID1891,PI Puttur (R) PS,PI,putturruralmaq@ksp.gov.in,9480805363,08251-232102,Dakshina Kannada,PUTTUR (R) PS,L&O
AGID1892,PI Puttur Town PS,PI,putturtownmaq@ksp.gov.in,9480805361,08251-230555,Dakshina Kannada,PUTTUR TOWN PS,L&O
AGID1893,PI R.G. Nagar PS,PI,rgnagarkbe@ksp.gov.in,9480805523,263619,Kalaburagi City,R.G. NAGAR PS,L&O
AGID1894,PI R.M.C Yard PS,PI,rmcyardbcp@ksp.gov.in,9480801325,22942531,Bengaluru City,R.M.C YARD PS,L&O
AGID1895,PI R.T. Nagar PS,PI,rtnagarbcp@ksp.gov.in,9480801330,22942538,Bengaluru City,R.T. NAGAR PS,L&O
AGID1896,PI Raibag PS,PI,raibagbgm@ksp.gov.in,9480804060,08331-225333,Belagavi,RAIBAG PS,L&O
AGID2633,PI Raichur,PI,rcrpsdcre@ksp.gov.in,9480806182,08532-230100,Ballari,PS Raichur,DCRE
AGID1900,PI Railway,PI,,,,Raichur,PI Railway,Railway
AGID1898,PI Railway,PI,,9480803231,,Davanagere,PI Railway,Railway
AGID1899,PI Railway,PI,,9480800468,2233597,Hubballi–Dharwad City,PI Railway,Railway
AGID1901,PI Railway Wadi,PI,,9480802132,08476-202244,Kalaburagi,PI Railway Wadi,Railway
AGID1902,PI Rajagopal Nagar PS,PI,rgnagarbcp@ksp.gov.in,9480801319,22942525,Bengaluru City,RAJAGOPAL NAGAR PS,L&O
AGID1903,PI Rajajinagar PS,PI,rnagarbcp@ksp.gov.in,9480801316,22942522,Bengaluru City,RAJAJINAGAR PS,L&O
AGID1904,PI Rajanukunte PS,PI,rajanukuntebng@ksp.gov.in,9480802457,28468936,Bengaluru,RAJANUKUNTE PS,L&O
AGID1905,PI Rajarajeshwarinagara PS (R.R. Nagar),PI,rrnagarbcp@ksp.gov.in,9480801725,22942559,Bengaluru City,PI Rajarajeshwarinagara PS (R.R. Nagar),L&O
AGID1906,PI Ramamurthy Nagar PS,PI,rmnagarbcp@ksp.gov.in,9480801224,22942554,Bengaluru City,RAMAMURTHY NAGAR PS,L&O
AGID1907,PI Ramapura PS,PI,ramapurachn@ksp.gov.in,9480804657,8225274324,Chamarajanagara,Ramapura PS,L&O
AGID1908,PI Ranebennur (R) PS,PI,rbruralhvr@ksp.gov.in,9480804552,08373-266433,Haveri,RANEBENNUR (R) PS,L&O
AGID1909,PI Roza PS,PI,rozakbe@ksp.gov.in,9480805525,263623,Kalaburagi City,ROZA PS,L&O
AGID1910,PI S.J Park PS,PI,sjparkbcp@ksp.gov.in,9480801119,22942583,Bengaluru City,S.J PARK PS,L&O
AGID1911,PI S.R Nagar PS,PI,srnagarabcp@ksp.gov.in,9480801117,22942582,Bengaluru City,S.R NAGAR PS,L&O
AGID1912,PI S.R.Patna (R) PS,PI,sratnaruralmdy@ksp.gov.in,9480804875,8236253027,Mandya,S.R.PATNA (R) PS,L&O
AGID1913,PI S.R.Patna(T) PS,PI,sratnamdy@ksp.gov.in,9480804855,8236252027,Mandya,S.R.PATNA(T) PS,L&O
AGID2110,PI S.S. Puram PS,PI,saraswathipurammyceiksp.gov.in,9480802246,2418323,Mysuru City,S.S. PURAM PS,L&O
AGID1927,PI SEW,PI,,,,Bengaluru City,PI SEW,L&O
AGID0270,PI Sadarbazar PS,PI,sardarbazarrrcr@ksp.gov.in,9480803830,08532-226842,Raichur,SADARBAZAR PS,DAR
AGID1914,PI Sadashiva Nagar PS,PI,ssnagarabcp@ksp.gov.in,9480801127,22942589,Bengaluru City,SADASHIVA NAGAR PS,L&O
AGID1915,PI Sagara Rural PS,PI,sagararuralshi@ksp.gov.in,9480803361,08183-226194,Shivamogga,SAGARA RURAL PS,L&O
AGID1916,PI Sagara Town PS,PI,sagaratownshi@ksp.gov.in,9480803360,08183-226067,Shivamogga,SAGARA TOWN PS,L&O
AGID1917,PI Saidapur PS,PI,saidapurydr@ksp.gov.in,9480803582,08473-224233,Yadgiri,SAIDAPUR PS,L&O
AGID1918,PI Sakaleshapura (T) PS,PI,sakaleshapuratownhsn@ksp.gov.in,9480804760,81732441,Hassan,Sakaleshapura Town PS,L&O
AGID1919,PI Saligrama PS,PI,saligramamys@ksp.gov.in,9480805050,,Mysuru,Saligrama PS,L&O
AGID1920,PI Sampigehalli PS,PI,sampigehallipshcp@ksp.gov.in,9480801424,22943692,Bengaluru City,SAMPIGEHALLI PS,L&O
AGID1921,PI Sanjaynagar PS,PI,sanjaynagarbcp@ksp.gov.in,9480801332,22942533,Bengaluru City,SANJAYNAGAR PS,L&O
AGID1922,PI Sankeshwar PS,PI,,,08333-273303,Belagavi,SANKESHWAR PS,L&O
AGID1923,PI Sarjapura PS,PI,sarjapurabng@ksp.gov.in,9480802452,27823032,Bengaluru,SARJAPURA PS,L&O
AGID1924,PI Savadatti PS,PI,savadattibgm@ksp.gov.in,9480804039,08330-222303,Belagavi,SAVADATTI PS,L&O
AGID1925,PI Savanur PS,PI,savanurhvr@ksp.gov.in,9480804560,08378-241633,Haveri,SAVANUR PS,L&O
AGID1926,PI Seshadripuram PS,PI,sspurambcp@ksp.gov.in,9480801125,22942586,Bengaluru City,SESHADRIPURAM PS,L&O
AGID1928,PI Shahabad PS,PI,shahabadtownghagksp.gov.in,9480803570,08474-204444,Kalaburagi,SHAHABAD PS,L&O
AGID1930,PI Shahapur PS,PI,,9480804137,08443-9487,Yadgiri,SHAHAPUR PS,L&O
AGID1929,PI Shahapur PS,PI,shshapurbgm@ksp.gov.in,9480804046,2405244,Belagavi City,SHAHAPUR PS,L&O
AGID1931,PI Shanivarasanthe PS,PI,shanivarasanthemer@ksp.gov.in,9480804954,8276283333,Kodagu,Shanivarasanthe PS,L&O
AGID1932,PI Shankarapuram PS,PI,piskpurabcp@ksp.gov.in,9480801526,22942558,Bengaluru City,SHANKARAPURAM PS,L&O
AGID1933,PI Shiggoan PS,PI,shiggoanhvr@ksp.gov.in,9480804558,08378-255600,Haveri,SHIGGOAN PS,L&O
AGID1934,PI Shikaripura (R) PS,PI,shikaripuraruralshi@ksp.gov.in,9480803366,08187-223430,Shivamogga,SHIKARIPURA (R) PS,L&O
AGID1935,PI Shivajinagar PS,PI,snagarbcp@ksp.gov.in,9480801219,22942597,Bengaluru City,SHIVAJINAGAR PS,L&O
AGID1936,PI Shorapur PS,PI,shorapurydr@ksp.gov.in,9480803583,08443-256030,Yadgiri,SHORAPUR PS,L&O
AGID1937,PI Siddapur PS,PI,siddapurukwr@ksp.gov.in,9480805256,08389-230283,Uttara Kannada,SIDDAPUR PS,L&O
AGID1938,PI Siddapura PS,PI,spurabcp@ksp.gov.in,9480801519,22942572,Bengaluru City,SIDDAPURA PS,L&O
AGID0271,PI Siddarthanagara Traffic PS,PI,siddarthatrafficmyc@ksp.gov.in,9480802265,2418527,Mysuru City,SIDDARTHANAGARA TRAFFIC PS,DAR
AGID1939,PI Sira Town,PI,siratowntkr@ksp.gov.in,9480802958,08135-275237,Tumkur,PI Sira Town,L&O
AGID1940,PI Sirsi (R) PS,PI,sirsiruralukwr@ksp.gov.in,9480805254,08384-236233,Uttara Kannada,SIRSI (R) PS,L&O
AGID1941,PI Soladevanahalli PS,PI,sdhallibcp@ksp.gov.in,9480801328,28394805,Bengaluru City,SOLADEVANAHALLI PS,L&O
AGID1942,PI Somawarpet PS,PI,cpispetmer@ksp.gov.in,9480804952,827628484,Kodagu,Somawarpet PS,L&O
AGID1943,PI South Women PS,PI,womensouthbcp@ksp.gov.in,9480801530,22943250,Bengaluru City,SOUTH WOMEN PS,L&O
AGID1944,PI Sringeri PS,PI,sringerickm@ksp.gov.in,9480805156,08265-250150,Chikkamagaluru,SRINGERI PS,L&O
AGID1945,PI Srinivasapura PS,PI,srinivaspuraklr@ksp.gov.in,9480802654,08157-246234,Kolar,SRINIVASAPURA PS,L&O
AGID1946,PI Srirampura PS,PI,srpurambcp@ksp.gov.in,9480801321,22942520,Bengaluru City,SRIRAMPURA PS,L&O
AGID1947,PI Srirampura PS,PI,srirampuracta@ksp.gov.in,9480803156,08199-242633,Chitradurga,SRIRAMPURA PS,L&O
AGID1948,PI Station Bazar PS,PI,stationbazarkbe@ksp.gov.in,9480805521,263616,Kalaburagi City,STATION BAZAR PS,L&O
AGID1949,PI Sub Urban PS,PI,graminkep@ksp.gov.in,9480805528,263631,Kalaburagi City,SUB URBAN PS,L&O
AGID1951,PI Sub-Urban PS,PI,dwdsurhde@ksp.gov.in,9480802033,2233511,Hubballi–Dharwad City,SUB-URBAN PS,L&O
AGID1950,PI Sub-Urban PS,PI,suburbanhde@ksp.gov.in,9480802030,2233517,Hubballi–Dharwad City,SUB-URBAN PS,L&O
AGID1952,PI Subramanya Nagar PS,PI,shnagarbcp@ksp.gov.in,9480801320,22942524,Bengaluru City,SUBRAMANYA NAGAR PS,L&O
AGID1953,PI Subramanyapura PS,PI,shpurabcp@ksp.gov.in,9480801529,22942565,Bengaluru City,SUBRAMANYAPURA PS,L&O
AGID1954,PI Suddguntepalya PS,PI,sgpalyabcp@ksp.gov.in,9480801425,22942762,Bengaluru City,SUDDGUNTEPALYA PS,L&O
AGID1955,PI Sulibele PS,PI,sulibelebng@ksp.gov.in,9480802446,27952415,Bengaluru,SULIBELE PS,L&O
AGID1956,PI Surathkal PS,PI,surathkalmgc@ksp.gov.in,9480805350,2220540,Mangaluru City,SURATHKAL PS,L&O
WzkIK1Rakx43hp7uyOhR,PI Suryanagar PS,PI,suryanagarabng@ksp.gov.in,08029765300,08029765300,Bengaluru City,,L&O
AGID1958,PI T.N. Pura PS,PI,tnpuramys@ksp.gov.in,9480805033,822726099,Mysuru,T.N. Pura PS,L&O
AGID1972,PI TR. Adugodi PS,PI,adugoditrafficbcp@ksp.gov.in,9480801822,22943125,Bengaluru City,TR. ADUGODI PS,Traffic
AGID1973,PI TR. Ashoknagar PS,PI,angartrafficbcp@ksp.gov.in,9480801823,22943122,Bengaluru City,TR. ASHOKNAGAR PS,Traffic
AGID1974,PI TR. Banasawadi PS,PI,bwaditrafficbc@ksp.gov.in,9480801819,22942217,Bengaluru City,TR. BANASAWADI PS,Traffic
AGID1975,PI TR. Banashankari PS,PI,bsktrafficbcp@ksp.gov.in,9480801929,22943108,Bengaluru City,TR. BANASHANKARI PS,Traffic
AGID1976,PI TR. Basavanagudi PS,PI,bguditrafficbcp@ksp.gov.in,9480801928,22942668,Bengaluru City,TR. BASAVANAGUDI PS,Traffic
AGID1977,PI TR. Bellanduru PS,PI,,,22943718,Bengaluru City,TR. BELLANDURU PS,Traffic
AGID1978,PI TR. Byatarayanapura PS,PI,bypuratrafficpc@ksp.gov.in,9480801919,22943011,Bengaluru City,TR. BYATARAYANAPURA PS,Traffic
AGID1979,PI TR. Chamrajpet PS,PI,chickpettrafficbc@ksp.gov.in,9480801916,22942664,Bengaluru City,TR. CHAMRAJPET PS,Traffic
AGID1980,PI TR. Chikka Banavara PS,PI,,9480801134,22943516,Bengaluru City,TR. CHIKKA BANAVARA PS,Traffic
AGID1981,PI TR. Chikkajala PS,PI,chikkajalatrafficbcp@ksp.gov.in,9480801934,22943186,Bengaluru City,TR. CHIKKAJALA PS,Traffic
AGID1982,PI TR. City Market PS,PI,citymarkettrafficbc@ksp.gov.in,9480801917,22942808,Bengaluru City,TR. CITY MARKET PS,Traffic
AGID1983,PI TR. Cubbon Park PS,PI,acpcentraltrafficbc@ksp.gov.in,9480801828,22942675,Bengaluru City,TR. CUBBON PARK PS,Traffic
AGID1984,PI TR. Devanahalli PS,PI,bialtrafficbcp@ksp.gov.in,9480801074,27681100,Bengaluru City,TR. DEVANAHALLI PS,Traffic
AGID1985,PI TR. Electronic City PS,PI,,,22942399,Bengaluru City,TR. ELECTRONIC CITY PS,Traffic
AGID1986,PI TR. HAL Airport PS,PI,acpwhitefieldtraffic@gmail.com,9480801817,29917704,Bengaluru City,TR. HAL AIRPORT PS,Traffic
AGID1987,PI TR. Halasoor PS,PI,acpeasttrafficbcp@ksp.gov.in,9480801815,22942659,Bengaluru City,TR. HALASOOR PS,Traffic
AGID1988,PI TR. Halsoor Gate PS,PI,acpcentraltrafficbc@ksp.gov.in,9480801829,22942660,Bengaluru City,TR. HALSOOR GATE PS,Traffic
AGID1989,PI TR. Hebbala PS,PI,hebbaltrafficbcp@ksp.gov.in,9480801931,22943023,Bengaluru City,TR. HEBBALA PS,Traffic
AGID1990,PI TR. Hennur PS,PI,,9449295596,22943732,Bengaluru City,TR. HENNUR PS,Traffic
AGID1991,PI TR. High Ground PS,PI,hgroundtrafficbcp@ksp.gov.in,9480801827,22942916,Bengaluru City,TR. HIGH GROUND PS,Traffic
AGID1992,PI TR. Hulimavu PS,PI,hulimavutrfebcp@ksp.gov.in,9480801553,22942884,Bengaluru City,TR. HULIMAVU PS,Traffic
